Accountable Manager,Accountable Manager Email,Accountable Manager Phone Number,Address Line 1,Address Line 2,Address Line 3,Agency Email,Agency Name,Agency Phone Number,Cert_No,City,Country ,DBA,DSGN_CODE,Email,Liaison,Liaison Email,Liaison Phone Number,Postal Code,State/Province,Update_Date
"HUPP, PATRICK",phupp@butleravionics.com,9138294606,ONE AERO PLAZA,NEW CENTURY AIRPORT,,phupp@butleravionics.com,BUTLER AVIONICS INC,9138294606,TF2R185L,NEW CENTURY,UNITED STATES,,TF2R,phupp@butleravionics.com,"MORRIS, GARY",gmorris@butleravionics.com,9138294606,66031,KS,3/2/2026
"AUBIN, PIERRE-ETIENNE",pierre-etienne.aubin@dassault-falcon.com,+33145343432,AEROPORT DU BOURGET CS 70003,53-55 AVENUE DE L'EUROPE,,,DASSAULT FALCON SERVICE,,BO5Y760M,LE BOURGET,FRANCE,,BO5Y,,,,,93352,,3/2/2026
"KAIDO, PETE",pkaido@yftactair.com,,4806 WEST TAFT ROAD,,,,TACTAIR FLUID CONTROLS,3154513928,T5TR698J,LIVERPOOL,UNITED STATES,,T5TR,,"LUCAS, WILLIAM",,,13088,NY,3/2/2026
"SANDLIN, CONRAD",planeguy82@gmail.com,4193207536,14833 SIDNEY - PLATTSVILLE RD,,,,ACHIEVEMENT AVIATION LLC,,9FDR993C,SIDNEY,UNITED STATES,"DBA ACHIEVEMENT AVIATION OF
   OF OHIO",9FDR,,"SANDLIN, CONRAD",achievementaviation@gmail.com,4193207536,45365,OH,3/2/2026
"FRIEDMAN,",planesafe@aol.com,9258186642,145 JOHN GLENN DRIVE,,,planesafe@aol.com,FRIEDMAN AVIATION ENTERPRISES,9258186642,FQVR855X,CONCORD,UNITED STATES,,FQVR,planesafe@aol.com,"PETER, M. FRIEDMAN",planesafe@aol.com,9258186642,94520,CA,3/2/2026
"LARSON, PETER G",plarson@lci.aero,9547225500,6236 HIATUS ROAD,,,,LCI,9547225500,OXOR834X,TAMARAC,UNITED STATES,DBA NONE,OXOR,,LAWRENCE NEUMAN,lneumann@lci.aero,9547225500,33321,FL,3/2/2026
"MARTEN, PAUL",pmarten@avcompservices.com,4346613909,18245 FOREST ROAD,,,paul@flykmr.com,AVIATION COMPONENT SERVICES INC,4342377077,ACPR868D,LYNCHBURG,UNITED STATES,,ACPR,paul@flykmr.com,PAUL MARTEN,pmarten@avcompservices.com,4342377077,24502,VA,3/2/2026
"MCKENZIE, PAUL",pmckenzie@bigvalleyaviation.com,,7535 S. LINDBERGH STREET,,,,BIG VALLEY AVIATION INC,,WG3R944L,STOCKTON,UNITED STATES,,WG3R,,"MCKENZIE, PAUL",pmckenzie@bigvalleyaviation.com,2099824991,95206,CA,3/2/2026
"OGLE, PATRICK",pogle@lifeport.com,,1660 HERITAGE STREET,,,pogle@lifeport.com,"LIFEPORT, LLC",3602253338,IQOR656L,WOODLAND,UNITED STATES,,IQOR,pogle@lifeport.com,"OGLE, PATRICK",pogle@lifeport.com,3609380520,98674,WA,3/2/2026
"POWELL, NORMAN  MR.",powav@aol.com,,424 HANGER ROAD,GRANNIS FIELD,,,FREDERICK M. POWELL,,PL4R444M,FAYETTEVILLE,UNITED STATES,DBA POWELL AVIONICS,PL4R,,"POWELL, NORMAN",powav@raleigh.twcbc.com,9104840236,28302,NC,3/2/2026
"REGAN, PATRICK",pregan@batteryshop.com,6157543451,101 CLEMMONS ROAD,,,,"BATTERY SHOP, LLC",6157547700,X2ER927J,MT JULIET,UNITED STATES,,X2ER,,,,,37122,TN,3/2/2026
"HOFER, JAMES W",prez@aerohoff.com,7608062782,5019 CASPIAN DRIVE,,,fre@freightrunners.com,AEROHOFF INSPECTION SERVICES INC,,I9OR058X,OCEANSIDE,UNITED STATES,,I9OR,fre@freightrunners.com,"HOFER, JAMES WILLIAM",sales@aerohoff.com,7608062782,92057,CA,3/2/2026
"SEVERT, PAUL",psevert@appaerogroup.com,8283681557,340-A HICKORY AIRPORT RD,,,psevert@appaerogroup.com,"APPALACHIAN AERO GROUP, LLC",8283681557,AOGR369E,HICKORY,UNITED STATES,,AOGR,psevert@appaerogroup.com,,,,28601,NC,3/2/2026
"SUAREZ, PAUL",psuarez@atgshades.com,5612447447,620 NW 35TH STREET,,,,AEROSPACE TECHNOLOGIES GROUP INC,,96QR827C,BOCA RATON,UNITED STATES,,96QR,,PAUL SUAREZ,psuarez@atgshades.com,5612217577,33431,FL,3/2/2026
"TODD, PAULINA",ptodd@aero-mark.com,,424 N. CIVIC DRIVE,,,,"CHECKSIX AEROSOLUTIONS, LLC",,2PMR909B,PALM SPRINGS,UNITED STATES,,2PMR,,,,,92262,CA,3/2/2026
"WILSON, PHIL",pwilson@aerofieldservices.com,7205423173,19501 E. 23RD AVE,,,,AEROFIELD SERVICES LLC,7205423173,3FOR298C,AURORA,UNITED STATES,,3FOR,,"WILSON, PHIL",philwilson@aerofieldservices.com,7205423173,80011,CO,3/2/2026
"YZOMBARD, PASCAL",pyzombard@acsgarons.com,,AEROPORT DE NIMES GARONS,ZONE AEROPORTUAIRE,,,AERO COMPOSITE SERVICES,,AC7Y657E,SAINT-GILLES,FRANCE,DBA ACS,AC7Y,,,,,30800,,3/2/2026
"REYES, PATRICIO MANUEL",qc@daportcorp.com,3058891020,7758 NW 53 STREET,,,,DAPORT CORPORATION,,DQPR312C,DORAL,UNITED STATES,,DQPR,,"REYES, LUISA NIEVES",luisa@daportcorp.com,3058891020,33166,FL,3/2/2026
"OVIDE, CLAUDIO",qca@imagikcorp.com,3055294545 EXT. 8002,8390 N.W. 25 STREET,,,jerry_gregorie@mindspring.com,"IMAGIK INTERNATIONAL FAA REPAIR STATION, CORP.",,I4XR223Y,DORAL,UNITED STATES,,I4XR,jerry_gregorie@mindspring.com,"OVIDE, CLAUDIO",qca@imagikcorp.com,3055294545 EXT. 8002,33122,FL,3/2/2026
"CLARK, RANDALL",r.clark@oxleygroup.com,2034331534,31 BUSINESS PARK DRIVE,,,,OXLEY INC,2034331516,8OXR036D,BRANFORD,UNITED STATES,,8OXR,,RANDALL CLARK,r.clark@oxleygroup.com,2034331511,06405,CT,3/2/2026
"KUNTZ, RODERICK",r.kuntz@rockyprop.com,3036657905,2865 AIRPORT DRIVE,,,rocky.prop@rockyprop.com,ROCKY MOUNTAIN PROPELLERS INC,3036657905,FR6R545N,ERIE,UNITED STATES,,FR6R,rocky.prop@rockyprop.com,,,,80516,CO,3/2/2026
"CHAVEZ, RAMON",rachavez@sargentaerospace.com,5207441000 EXT. 4738,5675 WEST BURLINGAME,,,,SARGENT CONTROLS AND AEROSPACE,,S1CR155N,TUCSON,UNITED STATES,,S1CR,,"CHAVEZ, RAMON",rachavez@sargentaerospace.com,5207441000 EXT. 4738,85743,AZ,3/2/2026
"GRAHAM, RAFAEL",ragael.graham@salusaviation.com,7029538809,1411C AIRPORT RD.,,,,HELICOPTER SERVICES OF NEVADA L L C,,KBMR477F,BOULDER CITY,UNITED STATES,DBA SALUS AVIATION MRO,KBMR,,"NEFF, RIKI",riki.neff@heli-nv.com,7252744415,89005,NV,3/2/2026
"BOMBARO, JOHN A.",rai.bombaro@verizon.net,7578745727,NEWPORT NEWS/WILLIAMSBURG INTERNATI,902-D BLAND BOULEVARD,,nap@initco.net,RICK AVIATION INC,,IVIR104F,NEWPORT NEWS,UNITED STATES,,IVIR,nap@initco.net,"BOMBARO, JOHN A",rai.bombaro@verizon.net,7578745727,23602,VA,3/2/2026
"KAPADIA, RAJ DEEPAK",rajkapadia@krisaero.com,+91-9820073597,102A LONAVLA INDUSTRIAL ESTATE,,,rajkapadia@krisaero.com,KRIS AERO SERVICES PVT LTD,+91-9820454587,9KRY663C,LONAVLA,INDIA,,9KRY,rajkapadia@krisaero.com,RAJ KAPADIA DEEPAK,rajkapadia@krisaero.com,9198200735,410401,MH,3/2/2026
"CASTILLO, RAFAEL",ralph.castillo@comcast.net,,1721 DONNA RD.,UNIT 3,,,SCR LEATHER CORP.,,SCRR512E,WEST PALM BEACH,UNITED STATES,DBA SCR INTERIOR,SCRR,,RENATO BORGES,,,33409,FL,3/2/2026
"ALVAREZ, RICARDO",ralvarez@mroholdings.com,,JOSE MARIA CORDOVA INTERNATIONAL AI,,,,"RIONEGRO MRO ZONA FRANCA, S.A.S",,MU1Y335C,RIONEGRO,COLOMBIA,DBA RIONEGRO MRO,MU1Y,,,,,N/A,,3/2/2026
"MENHART, RANDALL",randall.menhart@safrangroup.com,9417517123,2250 WHITFIELD AVENUE,,,technicalsupport.srq@safrangroup.com,"SAFRAN POWER USA, LLC.",9417517123,FK1R142K,SARASOTA,UNITED STATES,,FK1R,technicalsupport.srq@safrangroup.com,"ROLON, ANGEL",randall.menhart@safrangroup.com,9417397208,34243,FL,3/2/2026
"ANDERSON, ROGER",randerson@curtisswright.com,6612574430 EXT. 1810,28965 AVENUE PENN,,,,CURTISS-WRIGHT DS INC,6612574430,X3TR865J,SANTA CLARITA,UNITED STATES,"DBA CURTISS-WRIGHT INTEGRATED
   SOLUTIONS",X3TR,,"BAGHOUMIAN, MATTHEW",mbaghoumian@curtisswright.com,6612574430,91355,CA,3/2/2026
"BALLEW, RANDY DEAN",randy.ballew@vseaviation.com,6202056946,802 134TH ST. S.W.,SUITE 100,,,"VSE AVIATION SERVICES, LLC",,Q1UR135Y,EVERETT,UNITED STATES,,Q1UR,,"BALLEW, RANDY DEAN",randy.ballew@precisionfuell.com,6202056946,98204,WA,3/2/2026
"BIRMINGHAM, JOSH",randy.k@flypremier.aero,7276089955,2580 S.E. AVIATION WAY,STE. 201,,,PREMIER AVIATION SERVICES LLC,,9M5R530D,STUART,UNITED STATES,,9M5R,,RANDY KOVALICK,randy.k@flypremier.aero,7722100057,34996,FL,3/2/2026
"WIRKKALA, RANDALL A.",randy.wirkkala@flyglobalnow.com,,2250 NE 25TH AVE,,,,GLOBAL AVIATION INC,,G73R732I,HILLSBORO,UNITED STATES,,G73R,,"WIRKKALA,  RANDALL",randy.wirkkala@flyglobalnow.com,5036486403,97124,OR,3/2/2026
"HOLTE, RANDELL, E",randy@dretloh.com,7146326982,2830 E. LA CRESTA AVENUE,,,,DRETLOH AIRCRAFT SUPPLY INC,7146326982,YI3R998L,ANAHEIM,UNITED STATES,,YI3R,,,,,92806,CA,3/2/2026
"HAYES, RANDALL R",randy@hayesav.com,,1201 N. CEDAR AVE. BLDG 14,,,,HAYES AVIATION RS,,HRSR322E,AKRON,UNITED STATES,,HRSR,,RANDALL R HAYES,randy@hayesav.com,,80720,CO,3/2/2026
"STEVENS, JAMES R.",randy@iac-ltd.com,8174916751,8715 HARMON ROAD,,,,IAC LTD.,,YIVR004J,FORT WORTH,UNITED STATES,DBA IAC LTD.,YIVR,,"DUBOIS, GALA",,8172144702,76177,TX,3/2/2026
"RANDY, OHLINGER",randyo@ohlingerind.com,6022850911,1211 WEST MELINDA LANE,,,,OHLINGER INDUSTRIES INC,6022850911,OHRR712K,PHOENIX,UNITED STATES,,OHRR,,"WHITE, DAWN",dawnw@ohlingerind.com,6022850911,85027,AZ,3/2/2026
"TORRES, RAUL",raul.torres@baesystems.us,5202280290,5990 E. JAMMER WAY,,,,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC,5202280290,BAER354E,TUCSON,UNITED STATES,,BAER,,,,,85707,AZ,3/2/2026
"CRUZ-ALVAREZ, RAUL",raul@lgt.aero,3057785967,3980 WEST 104TH STREET,,,,LANDING GEAR TECHNOLOGIES LLC,3056880550,1LGR375B,HIALEAH,UNITED STATES,,1LGR,,ROSS NEUBARTH,rneubarth@lgt.aero,3056880550,33018,FL,3/2/2026
"GODON, RAYNALD",ray.godon@aero.bombardier.com,,FLUGHAFENSTRASSE 1,,,michaela.dollereder@aero.bombardier.com,BOMBARDIER AEROSPACE AUSTRIA GMBH,+43-722-183-1580,8B4Y205D,HORSCHING,AUSTRIA,,8B4Y,michaela.dollereder@aero.bombardier.com,STEFAN NEUSTIFTER,quality.europe@aero.bombardier.com,,4063,,3/2/2026
"GODWIN, RAYMOND",ray@airstarts.com,7148941172,"5602 RESEARCH DRIVE,  UNIT B",,,,UNITED FLIGHT ACCESSORIES OF CALIFORNIA,,UFFR006L,HUNTINGTON BEACH,UNITED STATES,,UFFR,,"GODWIN, RAYMOND",ray@airstarts.com,7148948859,92649,CA,3/2/2026
"BALDWIN, ROBERT",rbaldwin@premier-aviation.com,,236 SING SING RD.,,,,"PREMIER AVIATION, LLC",6073295618,9W8R730D,HORSEHEADS,UNITED STATES,,9W8R,,ROBERT BORRA,rborra@premier-aviation.com,6077934624,14845,NY,3/2/2026
"BUICE, RICHARD",rbaviationservices@gmail.com,,"193 PICKENS AIRPORT RD., SUITE H-14",,,omairavionics@gmail.com,OMAIR AVIONICS INC,6788587221,O7XR406Y,JASPER,UNITED STATES,,O7XR,omairavionics@gmail.com,"BUICE, RICHARD",,6788587221,30143,GA,3/2/2026
"BROCHU, ROGER J",rbrochu@tag.aero,,1247 APEX DR.,,,,"TAG AERO, LLC",,3UAR147C,ROCK HILL,UNITED STATES,,3UAR,,"BROCHU, ROGER J.",rbrochu@tag.aero,8038319390,29730,SC,3/2/2026
"CALDERON, ROMEL",rcalderon@skytechaerospace.com,3055709049,8870 NW 102ND STREET,,,,SKYTECH AEROSPACE LLC.,3055709049,GA1R940D,MEDLEY,UNITED STATES,,GA1R,,ROMEL CALDERON,rcalderon@skytechaerospace.com,7864279944,33178,FL,3/2/2026
"CAMPBELL, RICHARD",rcampbell@etpmro.com,9185285567 EXT. 104,421 W. 90TH STREET SOUTH,,,rcampbell@eatonthermal.com,"ETP THERMAL DYNAMICS, LLC",9185285567,3ETR854C,TULSA,UNITED STATES,,3ETR,rcampbell@eatonthermal.com,"CAMPBELL, RICHARD E.",rcampbell@eatonthermal.com,9186913453,74132,OK,3/2/2026
"COX, RICHARD ALAN",rcox@coxairparts.com,3169450737,5460 N. LARSON ROAD,,,,COX AIRPARTS LLC,,7CXR376B,MAIZE,UNITED STATES,,7CXR,,"COX, RICHARD ALAN",rcox@coxairparts.com,3162958588,67101,KS,3/2/2026
"CURTIS, RAYMOND",rcurtis@newavex.com,8053891188,205 DURLEY AVE. SUITE A,,,,AVEX AVIATION LLC,,X1ID595Y,CAMARILLO,UNITED STATES,,X1ID,,CHARLES MORRIS,cmorris@newavex.com,8053891188,93010,CA,3/2/2026
"WILSON, ROBERT",rdw@pinnacleaviation.com,,4453 E. MALLORY CIRCLE,SUITE 101,,,PINNACLE AVIATION MAINTENANCE,,A1NR664E,MESA,UNITED STATES,,A1NR,,ROBERT WILSON,ctp@pinnacleaviation.com,7864494695,85215,AZ,3/2/2026
"GALLEGO, REBECA",rebecag@cimaaviation.com,7863911315,2200 NW 84 AVENUE,,,,CIMA AVIATION INC,,66IR966B,DORAL,UNITED STATES,,66IR,,"BAKSH, ANDRUS",andrusb@cimaaviation.com,7863911315,33122,FL,3/2/2026
"JOHNSON, REBECCA",rebecca.johnson@standardaero.com,5136189588 EXT. 1790,11550 MOSTELLER ROAD,,,,STANDARDAERO COMPONENT SERVICES INC,5136189588,T3LR667N,CINCINNATI,UNITED STATES,,T3LR,,,,,45241,OH,3/2/2026
"MOCK, REBECCA",rebeccamock@castleaeronautics.com,6232035525,6703 W. KRISTAL WAY,,,rebeccamock@castleaeronautics.com,"CASTLE AERONAUTICS, LLC",6232035525,XR7R127Y,GLENDALE,UNITED STATES,,XR7R,rebeccamock@castleaeronautics.com,"KORPELA, KIMBERLY, E.",kimberlykorpela@castleaeronautics.com,6232035525,85308,AZ,3/2/2026
"DENYSSCHEN, REGENALD RAYMOND",reg@rotors-r-us.com,9726357922,1410 INDUSTRIAL DRIVE,,,,DENMEN INTERNATIONAL TRADE INC,9726357922,D57R025X,ROYSE CITY,UNITED STATES,DBA SOUTHERN ROTORCRAFT USA,D57R,,"ST JOHN, LOYD",lstjohn@rotorsrus.com,9726357922,75189,TX,3/2/2026
"MAITAM, REMY JEAN",remy.maitam@revima.com,+66 33 26 56 0,"700/141 MOO 5, T. KLONGTAMRU, A. MU",,,,REVIMA ASIA PACIFIC LTD.,+66 33 26 56 0,43VY764D,CHONBURI,THAILAND,,43VY,,"KASEMSOOKSAKUL, JINDARAT",jindarat.kasemsooksakul@revima.com,663326560,20000,,3/2/2026
"RODRIGUES BORGES, RENATO",renato.borges@af-aero.com,,285 NORTH DRIVE,SUITE D & E,,do.geon@af-aero.com,"ADVANCE FINISH, CORP.",3309326840,FSMR982D,MELBOURNE,UNITED STATES,,FSMR,do.geon@af-aero.com,"RODRIGUES BORGES, RENATO",renato.borges@af-aero.com,6047041224,32934,FL,3/2/2026
"FABYAN, ROBERT",rfabyan@kalittaair.com,9897390920 EXT. 7720,5063 SKYWAY DRIVE,HANGAR 7,,,"KALITTA AIR, LLC",,KO0R718X,OSCODA,UNITED STATES,DBA KALITTA MAINTENANCE,KO0R,,"FABYAN, ROBERT",rfabyan@kalittaair.com,9897390920,48750,MI,3/2/2026
"FUENTE, REID",rfuente@acme-aero.com,,528 WEST 21ST STREET,,,,ACME AEROSPACE INC,4808946864,KN6R671N,TEMPE,UNITED STATES,,KN6R,,REID FUENTE,rfuente@acme-aero.com,6026156438,85282,AZ,3/2/2026
"PITMAN, MARVIN",rhernandez@djgrp.com,3167752774,1002 INDUSTRIAL,,,,D-J ENGINEERING INC,3167752774,7DJR439B,AUGUSTA,UNITED STATES,,7DJR,,"HERNANDEZ, RYAN",rhernandez@djgrp.com,3167752774,67010,KS,3/2/2026
"ARMBRISTER, RICHARDO DAVID",ricardo@precisionaeroparts.com,4043967585,"4854 OLD NATIONAL HWY, SUITE 234",,,,PRECISION AEROPARTS INC,,8PNR528B,COLLEGE PARK,UNITED STATES,,8PNR,,"ARMBRISTER, RICARDO DAVID",ricardo@precisionaeroparts.com,4043967585,30337,GA,3/2/2026
"ALFORD, RICHARD",richard.alford@honeywell.com,,11100 NORTH ORACLE ROAD,,,carmij@cal.co.il,HONEYWELL INTERNATIONAL INC,,HZ3R571L,TUCSON,UNITED STATES,"DBA HONEYWELL AEROSPACE GUIDANCE
   GUIDANCE AND ELECTRICAL
DBA SYSTEMS -TUCSON",HZ3R,carmij@cal.co.il,,,,85737,AZ,3/2/2026
"ANDERSON, RICHARD T.",richard.anderson@tghaviation.com,5308236204,2389 RICKENBACKER WAY,,,richard.anderson@tghaviation.com,THE GYRO HOUSE INC,5308236204,NG3R709L,AUBURN,UNITED STATES,DBA TGH AVIATION,NG3R,richard.anderson@tghaviation.com,"HOMMA, CHRISTOPHER",christopher.homma@tghaviation.com,5308236204 EXT. 144,95602,CA,3/2/2026
"GARCIA, RICHARD",richard.garcia@acproducts.net,2109304580,9521 MIDDLEX DRIVE,,,richard.garcia@acproducts.net,ALCOCER LTD,2109304580,8AKR767B,SAN ANTONIO,UNITED STATES,DBA A&C PRODUCTS,8AKR,richard.garcia@acproducts.net,,,,78217,TX,3/2/2026
"BODDIE, RICHARD ANTHONY",richard@norvic.com,011441444401325,"UNITS 4 & 5 LEVELLERS LANE, EYNESBU",,,,NORVIC AERO ENGINES LTD,01144144440132,33NY343C,ST NEOTS,UNITED KINGDOM,,33NY,,"TALAT, MALIK",malik@norvic.com,44144440 EXT. 1325,PE 19 2JL,ENG,3/2/2026
"MEARS, RICHARD",richmears@componentrepair.com,4402551793,8507 TYLER BLVD,,,,COMPONENT REPAIR TECHNOLOGIES INC,4402551793,HX5R923M,MENTOR,UNITED STATES,,HX5R,,"SHILLING, JENNI",jennishilling@componentrepair.com,4402551793,44060,OH,3/2/2026
"WEHMER, RICK",rick.wehmer@mras.com,4106987066,103 CHESAPEAKE PARK PLAZA,,,,"STE MRAS, LLC",4106823393,MYER988K,BALTIMORE,UNITED STATES,"DBA ST ENGINEERING AEROSPACE
   AEROSPACE MIDDLE RIVER AEROSTRUTURE",MYER,,"SPLIEDT, MARC",,4106987066,21220,MD,3/2/2026
"LUCIA, RICHARD (RICK)",rick@cruiseairaviation.com,7607898020,2428 MONTECITO ROAD,,,,CRUISEAIR AVIATION INC,7607896935,LF3R655L,RAMONA,UNITED STATES,DBA NONE,LF3R,,"LUCIA, RICHARD (RICK)",rick@cruiseairaviation.com,7607898020,92065,CA,3/2/2026
"NYE, RICK",rick@ctappma.com,8303151717,"3401 EAST UNIVERSITY DR., SUITE 204",,,,"AVIATION REPAIR SERVICES, INC",,TEXR714E,DENTON,UNITED STATES,"DBA AVIATION REPAIR SERVICES,
   SERVICES, INC. (ARS)",TEXR,,,,,76208,TX,3/2/2026
"RICHARD, ELLINGSON",rick@ellingson-inc.com,7147731923,119 WEST SANTE FE AVENUE,,,,ELLINGSON INC,,EITR570Y,FULLERTON,UNITED STATES,,EITR,,"RICHARD, ELLINGSON",rick@ellingson-inc.com,7147731923,92832,CA,3/2/2026
"COBBOLD, RICK",rick@flighttrails.net,6022847496,4610 E FIGHTER ACES DRIVE,,,,"AVIONICS OF CENTRAL ARIZONA, LLC.",,Z7NR423Y,MESA,UNITED STATES,,Z7NR,,"SCHAEFER, DAVID",daveaschaefer@msn.com,4803968242,85215,AZ,3/2/2026
"LOCKHART, RICK",rick@skypaxxxrepairs.com,9043053144,2155 ELLIS ROAD NORTH,SUITE 1,,rick@skypaxxxrepairs.com,"SKY-PAXXX INTERIOR REPAIRS, LLC",9043053144,I12R117X,JACKSONVILLE,UNITED STATES,DBA SKYPAXXX INTERIOR REPAIRS,I12R,rick@skypaxxxrepairs.com,"LOCKHART, RICK",rick@skypaxxxrepairs.com,9043053144,32254,FL,3/2/2026
"EGAN, RICHARD",rick@westcoastjetservice.com,6199809315,2428  MONTECITO RD,,,rick@westcoastjetservice.com,WEST COAST JET SERVICES INC,6199809315,W99R498N,RAMONA,UNITED STATES,,W99R,rick@westcoastjetservice.com,"RICHARD, J. EGAN",rick@unlimitedairworks.com,6199809315,92065,CA,3/2/2026
"CLARK, RICK",rickclark@chromalloy.com,,303 INDUSTRIAL PARK,,,,CHROMALLOY COMPONENT SERVICES INC,2103312300,Q1CR798Y,SAN ANTONIO,UNITED STATES,,Q1CR,,,,,78226,TX,3/2/2026
"KAPUR, RITA S.",ritak@atechturbine.com,,1 ST. MARK STREET,,,,"ATECH TURBINE COMPONENTS, INC",,VTVR906K,AUBURN,UNITED STATES,,VTVR,,RITA S. KAPUR,ritak@atechturbine.com,5087217679 EXT. 2161,01501,MA,3/2/2026
"ITURBE, RAFAEL  MARTINEZ",riturbe@brok-air.com,+34 677 918754,"C/ EL GUIRRE Nº 17, NAVE 17",DEL POLÍGONO INDUSTRIAL DE ABONA,,management@brok-air.com,BROKAIR AVIATION GROUP S.L.U,+34 616 845 053,BRKY987D,GRANADILLA DE ABONA,SPAIN,,BRKY,management@brok-air.com,ANTONIO ALBERTO GONZALEZ SANCHEZ,agonzalez@brok-air.com,,38619,,3/2/2026
"GOODING, RUSTIN L.",rlgooding@avmats.com,6365322674,827 TEXAS COURT,,,,CORPAIR SUPPLY CO. INC,6369785300,SE2R158L,O'FALLON,UNITED STATES,DBA AVMATS COMPONENT SUPPORT,SE2R,,"GOODING, RUSTIN L",rlgooding@avmats.com,6365322674,63366,MO,3/2/2026
"LORINCE, RICHARD",rlorince@statmedevac.com,4124603000 EXT. 236,ALLEGHENY COUNTY AIRPORT,HANGAR 10,,rlorince@statmedevac.com,THE CENTER FOR EMERGENCY MEDICINE OF WESTERN PENNS,4124603000,SM3R513E,WEST MIFFLIN,UNITED STATES,DBA STAT MEDEVAC,SM3R,rlorince@statmedevac.com,,,,15122,PA,3/2/2026
"MORAN, RYAN M.",rmoran@fcar.co,3522417684,8508 JUSTICE PLACE,,,rmoran@fcar.co,FIRST CLASS AIR REPAIR INC,3522417684,V7ER424Y,GROVELAND,UNITED STATES,,V7ER,rmoran@fcar.co,"CEPEDA, RANDOL",rcepeda@fcar.co,3522417685,34736,FL,3/2/2026
"ZMICH, ROBERT",rmz@rmzaviation.com,,"155-B HIGHWAY 61 SE, HANGAR #6",,,,RMZ AVIATION LLC,,2RZR007C,CARTERSVILLE,UNITED STATES,,2RZR,,"ZMICH, ROBERT M.__________________________________",rmz@rmzaviation.com,6784809946,30120,GA,3/2/2026
"WALTHER, ROBERT",rob_walther@pall.com,7278442604,10540 RIDGE ROAD,,,,PALL AEROPOWER CORPORATION,7278499999,OK4R417M,NEW PORT RICHEY,UNITED STATES,,OK4R,,"WALTER, ROB",rob_walther@pall.com,7272770344,34654,FL,3/2/2026
"BURTON, ROB",rob.burton@ge.com,,XEOS SP. Z O.O.,UL. INNOWACJI 2,,xeos.quality@ge.com,XEOS SP. Z O.O.,+ 48 532757352,XEOY625E,SWIETE,POLAND,,XEOY,xeos.quality@ge.com,,,,55-300,,3/2/2026
"IRWIN, JOHN ROB",rob@jettechllc.com,,10122 AIRPORT COURT,,,rob@jettechllc.net,JETTECH LLC,3036974262,ZYJR157B,BROOMFIELD,UNITED STATES,,ZYJR,rob@jettechllc.net,"IRWIN, JOHN ROB",rob@jettechllc.net,3036974262,80021,CO,3/2/2026
"SCARIANO, ROBERT",rob@skyxmx.com,9852877599,705 INDUSTRIAL PARK RD,,,rob@skyxmx.com,SKY X AIRCRAFT SERVICES LLC,9852877599,SXYR582E,HAMMOND,UNITED STATES,,SXYR,rob@skyxmx.com,ROBERT SCARIANO,rob@skyxmx.com,9852877599,70401,LA,3/2/2026
"MEADE, ROBERT",robb.meade@dunlopaircrafttyres.com,3362930992,205 ENTERPRISE WAY,,,robert.meade@dunlopaircrafttyres.com,DUNLOP AIRCRAFT TYRES INC,3362830979,4MOR569R,MOCKSVILLE,UNITED STATES,,4MOR,robert.meade@dunlopaircrafttyres.com,DUSTIN WESTBROOK,dustin.westbrook@dunlopaircrafttyres.com,3362459166,27028,NC,3/2/2026
"LASTRA, ROBERNIER",robernier00@yahoo.com,7862032249,6930 NW 37TH AVE,,,repairs@lfavionics.com,"LF AVIONICS, CORP.",7862032249,LFAR206E,MIAMI,UNITED STATES,,LFAR,repairs@lfavionics.com,ROBERTO LASTRA,lastra0824@yahoo.com,7862032249,33147,FL,3/2/2026
"FISHER, ROBERT",robert.fisher@mach2maintenance.com,,TERMINAL B SATELLITE B3,NEWARK LIBERTY INTERNATIONAL AIRPOR,,,MACH II MAINTENANCE CORPORATION,,X2XD257Y,NEWARK,UNITED STATES,,X2XD,,BRYAN RESTREPO’S,bryan.restrepo@mach2maintenance.com,5162606268,07114,US,3/2/2026
"FISHER, ROBERT",robert.fisher@mach2maintenance.com,7187512482,JFK INTERNATIONAL AIRPORT,TERMINAL ONE,,,MACH II MAINTENANCE CORPORATION,7187512482,X2XR257Y,Jamaica,UNITED STATES,,X2XR,,"FISHER, ROBERT",robert.fisher@mach2maintenance.com,7187512482,11430,NY,3/2/2026
"FRIBERG, ROBERT P.",robert.friberg@elbitsystems-us.com,6038867505,220 DANIEL WEBSTER HIGHWAY,,,,ELBITAMERICA INC,,PZ1R418K,MERRIMACK,UNITED STATES,,PZ1R,,"PENNEY, THOMAS",thomas.penney@elbitsystems-us.com,6038862559,03054,NH,3/2/2026
"GAMBE, ROBERT P",robert.gambe@ethosenergy.com,2039498144,64 PROSPECT HILL RD.,,,,"ETHOSENERGY ACCESSORIES AND COMPONENTS, LLC",,WG8R783N,EAST WINDSOR,UNITED STATES,,WG8R,,"GAMBE, ROB J.",robj.gambe@ethosenergy.com,9597774109,06088,CT,3/2/2026
"KLINE, ROBERT R.",robert.kline@onwing.com,,511 AIRPORT ROAD,,,,ON WING LLC,5407733520,2OWR084C,WINCHESTER,UNITED STATES,,2OWR,,"KLINE, ROBERT",,5407733520,22602,VA,3/2/2026
